10000,79,true,40,10.0
10000,25,true,16,10.0
10000,22,true,16,10.0
10000,22,true,24,10.0
10000,22,true,288,10.0
10000,22,true,40,10.0
10000,22,true,40,10.0
10000,22,true,168,10.0
10000,21,true,40,10.0
10000,22,true,24,10.0
10000,22,true,40,10.0
10000,22,true,32,10.0
10000,21,true,88,10.0
10000,21,true,32,10.0
10000,22,true,60,10.0
10000,21,true,8,10.0
10000,22,true,232,10.0
10000,21,true,88,10.0
10000,22,true,104,10.0
10000,22,true,56,10.0
10000,21,true,20,10.0
10000,21,true,84,10.0
10000,22,true,96,10.0
10000,21,true,16,10.0
10000,22,true,88,10.0
10000,22,true,8,10.0
10000,21,true,108,10.0
10000,22,true,600,10.0
10000,22,true,8,10.0
10000,21,true,16,10.0
10000,21,true,12,10.0
10000,22,true,84,10.0
10000,22,true,20,10.0
10000,21,true,8,10.0
10000,21,true,12,10.0
10000,22,true,48,10.0
10000,22,true,440,10.0
10000,22,true,40,10.0
10000,21,true,24,10.0
10000,22,true,40,10.0
10000,22,true,24,10.0
10000,22,true,24,10.0
10000,21,true,156,10.0
10000,22,true,12,10.0
10000,21,true,96,10.0
10000,21,true,24,10.0
10000,21,true,60,10.0
10000,22,true,136,10.0
10000,22,true,16,10.0
10000,22,true,20,10.0
10000,21,true,52,10.0
10000,22,true,48,10.0
10000,23,true,16,10.0
10000,21,true,24,10.0
10000,22,true,80,10.0
10000,22,true,72,10.0
10000,21,true,40,10.0
10000,21,true,8,10.0
10000,21,true,24,10.0
10000,21,true,16,10.0
10000,22,true,152,10.0
10000,22,true,12,10.0
10000,22,true,64,10.0
10000,22,true,28,10.0
10000,22,true,428,10.0
10000,21,true,16,10.0
10000,22,true,12,10.0
10000,22,true,72,10.0
10000,21,true,20,10.0
10000,22,true,28,10.0
10000,22,true,16,10.0
10000,22,true,28,10.0
10000,21,true,696,10.0
10000,21,true,48,10.0
10000,22,true,32,10.0
10000,21,true,12,10.0
10000,22,true,40,10.0
10000,21,true,12,10.0
10000,23,true,4,10.0
10000,23,true,24,10.0
10000,22,true,24,10.0
10000,21,true,20,10.0
10000,21,true,48,10.0
10000,22,true,24,10.0
10000,22,true,60,10.0
10000,21,true,40,10.0
10000,22,true,24,10.0
10000,22,true,16,10.0
10000,22,true,8,10.0
10000,22,true,24,10.0
10000,21,true,16,10.0
10000,23,true,12,10.0
10000,22,true,48,10.0
10000,22,true,68,10.0
10000,21,true,8,10.0
10000,21,true,24,10.0
10000,22,true,16,10.0
10000,22,true,12,10.0
10000,22,true,8,10.0
10000,22,true,12,10.0
10000,21,true,32,10.0
10000,21,true,36,10.0
10000,21,true,4,10.0
10000,21,true,120,10.0
10000,22,true,12,10.0
10000,22,true,48,10.0
10000,21,true,12,10.0
10000,22,true,448,10.0
10000,22,true,8,10.0
10000,22,true,32,10.0
10000,21,true,24,10.0
10000,22,true,8,10.0
10000,22,true,24,10.0
10000,21,true,48,10.0
10000,22,true,88,10.0
10000,21,true,8,10.0
10000,22,true,376,10.0
10000,22,true,96,10.0
10000,22,true,24,10.0
10000,22,true,48,10.0
10000,21,true,24,10.0
10000,21,true,312,10.0
10000,22,true,16,10.0
10000,21,true,24,10.0
10000,21,true,224,10.0
10000,22,true,32,10.0
10000,22,true,40,10.0
10000,21,true,8,10.0
10000,22,true,28,10.0
10000,22,true,360,10.0
10000,22,true,104,10.0
10000,21,true,12,10.0
10000,22,true,160,10.0
10000,22,true,100,10.0
10000,22,true,24,10.0
10000,22,true,104,10.0
10000,21,true,56,10.0
10000,23,true,2380,10.0
10000,22,true,48,10.0
10000,22,true,24,10.0
10000,21,true,92,10.0
10000,22,true,532,10.0
10000,22,true,456,10.0
10000,22,true,28,10.0
10000,21,true,72,10.0
10000,22,true,32,10.0
10000,22,true,24,10.0
10000,22,true,48,10.0
10000,22,true,48,10.0
10000,21,true,140,10.0
10000,23,true,20,10.0
10000,22,true,160,10.0
10000,21,true,28,10.0
10000,22,true,8,10.0
10000,21,true,168,10.0
10000,22,true,80,10.0
10000,22,true,24,10.0
10000,21,true,24,10.0
10000,22,true,8,10.0
10000,21,true,24,10.0
10000,22,true,24,10.0
10000,21,true,8,10.0
10000,21,true,24,10.0
10000,21,true,8,10.0
10000,21,true,24,10.0
10000,22,true,24,10.0
10000,22,true,32,10.0
10000,21,true,32,10.0
10000,21,true,12,10.0
10000,22,true,24,10.0
10000,22,true,8,10.0
10000,26,true,16,10.0
10000,22,true,24,10.0
10000,22,true,372,10.0
10000,21,true,20,10.0
10000,22,true,16,10.0
10000,21,true,12,10.0
10000,21,true,16,10.0
10000,21,true,8,10.0
10000,21,true,8,10.0
10000,22,true,56,10.0
10000,21,true,24,10.0
10000,21,true,24,10.0
10000,22,true,24,10.0
10000,21,true,20,10.0
10000,21,true,8,10.0
10000,21,true,24,10.0
10000,22,true,80,10.0
10000,22,true,692,10.0
10000,21,true,36,10.0
10000,21,true,24,10.0
10000,21,true,40,10.0
10000,21,true,24,10.0
10000,22,true,264,10.0
10000,21,true,32,10.0
10000,22,true,24,10.0
10000,21,true,168,10.0
10000,22,true,12,10.0
10000,22,true,16,10.0
10000,21,true,8,10.0
10000,22,true,56,10.0
10000,21,true,32,10.0
10000,23,true,96,10.0
10000,21,true,96,10.0
10000,21,true,8,10.0
10000,22,true,176,10.0
10000,21,true,28,10.0
10000,21,true,12,10.0
10000,21,true,88,10.0
10000,21,true,120,10.0
10000,22,true,284,10.0
10000,21,true,40,10.0
10000,22,true,72,10.0
10000,21,true,40,10.0
10000,22,true,924,10.0
10000,21,true,168,10.0
10000,22,true,24,10.0
10000,21,true,12,10.0
10000,21,true,12,10.0
10000,21,true,32,10.0
10000,22,true,40,10.0
10000,21,true,12,10.0
10000,22,true,80,10.0
10000,21,true,32,10.0
10000,22,true,20,10.0
10000,21,true,8,10.0
10000,22,true,24,10.0
10000,21,true,76,10.0
10000,22,true,40,10.0
10000,21,true,136,10.0
10000,21,true,32,10.0
10000,21,true,56,10.0
10000,21,true,8,10.0
10000,21,true,4,10.0
10000,21,true,12,10.0
10000,21,true,8,10.0
10000,21,true,72,10.0
10000,21,true,80,10.0
10000,21,true,196,10.0
10000,21,true,76,10.0
10000,28,true,48,10.0
10000,26,true,192,10.0
10000,21,true,48,10.0
10000,22,true,32,10.0
10000,21,true,16,10.0
10000,22,true,8,10.0
10000,21,true,84,10.0
10000,22,true,40,10.0
10000,21,true,24,10.0
10000,22,true,8,10.0
10000,22,true,264,10.0
10000,21,true,56,10.0
10000,21,true,8,10.0
10000,22,true,8,10.0
10000,21,true,264,10.0
10000,22,true,28,10.0
10000,21,true,8,10.0
10000,21,true,20,10.0
10000,21,true,24,10.0
10000,22,true,96,10.0
10000,21,true,176,10.0
10000,22,true,16,10.0
10000,21,true,8,10.0
10000,22,true,24,10.0
10000,21,true,40,10.0
10000,22,true,104,10.0
10000,21,true,8,10.0
10000,21,true,24,10.0
10000,21,true,24,10.0
10000,22,true,376,10.0
10000,21,true,28,10.0
10000,22,true,256,10.0
10000,21,true,48,10.0
10000,22,true,8,10.0
10000,21,true,12,10.0
10000,22,true,12,10.0
10000,21,true,56,10.0
10000,22,true,8,10.0
10000,21,true,24,10.0
10000,22,true,8,10.0
10000,21,true,388,10.0
10000,21,true,32,10.0
10000,21,true,120,10.0
10000,22,true,76,10.0
10000,21,true,24,10.0
10000,22,true,12,10.0
10000,21,true,64,10.0
10000,21,true,8,10.0
10000,21,true,28,10.0
10000,21,true,24,10.0
10000,21,true,60,10.0
10000,21,true,16,10.0
10000,21,true,8,10.0
10000,21,true,80,10.0
10000,22,true,424,10.0
10000,22,true,4,10.0
10000,21,true,84,10.0
10000,22,true,456,10.0
10000,22,true,640,10.0
10000,22,true,144,10.0
10000,23,true,224,10.0
10000,24,true,8,10.0
10000,21,true,232,10.0
10000,22,true,76,10.0
10000,21,true,24,10.0
10000,21,true,60,10.0
10000,21,true,40,10.0
10000,21,true,8,10.0
10000,23,true,60,10.0
10000,22,true,304,10.0
10000,21,true,8,10.0
10000,22,true,60,10.0
10000,21,true,16,10.0
10000,21,true,48,10.0
10000,21,true,24,10.0
10000,21,true,64,10.0
10000,21,true,20,10.0
10000,22,true,176,10.0
10000,21,true,32,10.0
10000,22,true,44,10.0
10000,21,true,28,10.0
10000,22,true,152,10.0
10000,21,true,60,10.0
10000,22,true,8,10.0
10000,21,true,12,10.0
10000,21,true,16,10.0
10000,22,true,32,10.0
10000,21,true,8,10.0
10000,21,true,336,10.0
10000,22,true,8,10.0
10000,21,true,112,10.0
10000,21,true,48,10.0
10000,22,true,48,10.0
10000,21,true,24,10.0
10000,22,true,12,10.0
10000,21,true,20,10.0
10000,22,true,200,10.0
10000,22,true,96,10.0
10000,21,true,72,10.0
10000,21,true,48,10.0
10000,21,true,64,10.0
10000,22,true,16,10.0
10000,21,true,12,10.0
10000,22,true,8,10.0
10000,21,true,8,10.0
10000,21,true,8,10.0
10000,21,true,8,10.0
10000,21,true,44,10.0
10000,22,true,96,10.0
10000,21,true,32,10.0
10000,22,true,24,10.0
10000,21,true,8,10.0
10000,21,true,48,10.0
10000,21,true,24,10.0
10000,24,true,16,10.0
10000,21,true,12,10.0
10000,22,true,40,10.0
10000,21,true,24,10.0
10000,21,true,40,10.0
10000,22,true,24,10.0
10000,21,true,8,10.0
10000,22,true,40,10.0
10000,21,true,24,10.0
10000,22,true,660,10.0
10000,22,true,48,10.0
10000,21,true,56,10.0
10000,22,true,12,10.0
10000,21,true,112,10.0
10000,22,true,24,10.0
10000,21,true,4,10.0
10000,22,true,16,10.0
10000,21,true,56,10.0
10000,22,true,1120,10.0
10000,22,true,56,10.0
10000,21,true,24,10.0
10000,22,true,128,10.0
10000,21,true,76,10.0
10000,22,true,8,10.0
10000,21,true,56,10.0
10000,21,true,8,10.0
10000,21,true,12,10.0
10000,22,true,20,10.0
10000,21,true,264,10.0
10000,22,true,16,10.0
10000,21,true,24,10.0
10000,22,true,40,10.0
10000,21,true,20,10.0
10000,22,true,28,10.0
10000,21,true,4,10.0
10000,22,true,32,10.0
10000,21,true,40,10.0
10000,22,true,168,10.0
10000,21,true,24,10.0
10000,22,true,24,10.0
10000,21,true,96,10.0
10000,22,true,72,10.0
10000,21,true,20,10.0
10000,23,true,48,10.0
10000,21,true,16,10.0
10000,22,true,24,10.0
10000,21,true,24,10.0
10000,22,true,128,10.0
10000,22,true,16,10.0
10000,24,true,20,10.0
10000,22,true,56,10.0
10000,22,true,8,10.0
10000,21,true,12,10.0
10000,21,true,32,10.0
10000,21,true,12,10.0
10000,21,true,72,10.0
10000,22,true,12,10.0
10000,22,true,1096,10.0
10000,21,true,40,10.0
10000,21,true,24,10.0
10000,21,true,120,10.0
10000,22,true,48,10.0
10000,21,true,32,10.0
10000,21,true,16,10.0
10000,22,true,56,10.0
10000,21,true,8,10.0
10000,21,true,24,10.0
10000,21,true,20,10.0
10000,22,true,160,10.0
10000,21,true,8,10.0
10000,22,true,40,10.0
10000,21,true,8,10.0
10000,22,true,16,10.0
10000,21,true,8,10.0
10000,22,true,40,10.0
10000,21,true,64,10.0
10000,22,true,192,10.0
10000,21,true,40,10.0
10000,22,true,120,10.0
10000,21,true,60,10.0
10000,21,true,8,10.0
10000,22,true,24,10.0
10000,22,true,24,10.0
10000,22,true,40,10.0
10000,21,true,12,10.0
10000,22,true,16,10.0
10000,22,true,40,10.0
10000,21,true,8,10.0
10000,22,true,8,10.0
10000,22,true,80,10.0
10000,21,true,12,10.0
10000,22,true,32,10.0
10000,21,true,24,10.0
10000,21,true,40,10.0
10000,21,true,8,10.0
