results10_10_0_10000_1	4	0
results10_10_0_10000_2	4.232	0.934974
results10_10_0_10000_3	4.794	1.784815
results10_10_0_10000_4	5.344	2.386978
results10_10_0_10000_5	6.606	3.703075
results10_10_0_10000_6	8.409	6.658733
results10_10_0_10000_7	11.44	22.439037
results10_10_0_10000_8	15.326	22.109584
results10_10_0_10000_9	22.658	36.933657
results10_10_0_10000_10	35.898	59.682071
results11_11_0_10000_1	9777.204667	948.612928
results11_11_0_10000_2	9723.687333	1156.475403
results11_11_0_10000_3	9756.776	1088.1108
results11_11_0_10000_4	9798.218	988.365434
results11_11_0_10000_5	9738.776	1134.104356
results11_11_0_10000_6	9758.46	1093.843056
results11_11_0_10000_7	9729.054667	1181.231842
results11_11_0_10000_8	9749.612667	1129.476303
results11_11_0_10000_9	9761.82	1045.216598
results11_11_0_10000_10	9709.229333	1186.333294
results12_12_0_10000_1	4	0
results12_12_0_10000_2	4.516	1.390591
results12_12_0_10000_3	5.002667	2.146002
results12_12_0_10000_4	7.04	14.267389
results12_12_0_10000_5	7.864	5.237064
results12_12_0_10000_6	12.512	13.882334
results12_12_0_10000_7	18.336	43.91342
results12_12_0_10000_8	44.804	320.586827
results12_12_0_10000_9	48.925333	97.884979
results12_12_0_10000_10	81.461333	184.712123
results13_13_0_10000_1	9808.135333	917.496583
results13_13_0_10000_2	9760.871	1143.396249
results13_13_0_10000_3	9790.878667	991.899479
results13_13_0_10000_4	9816.608	895.952958
results13_13_0_10000_5	9842.299	871.487941
results13_13_0_10000_6	9668.312	1324.727399
results13_13_0_10000_7	9799.912	1035.748771
results13_13_0_10000_8	9796.366	963.848783
results13_13_0_10000_9	9813.52	905.411028
results13_13_0_10000_10	9788.598	1008.147009
results14_14_0_10000_1	4.12	0.682349
results14_14_0_10000_2	4.688	1.612035
results14_14_0_10000_3	5.832	2.950894
results14_14_0_10000_4	7.72	5.326312
results14_14_0_10000_5	12.704	16.032479
results14_14_0_10000_6	16.456	19.457031
results14_14_0_10000_7	31.672	54.78909
results14_14_0_10000_8	61.192	126.312957
results14_14_0_10000_9	165.96	356.113103
results14_14_0_10000_10	374.152	834.555772
results15_15_0_10000_1	9827.294	951.971714
results15_15_0_10000_2	9872.562	787.313896
results15_15_0_10000_3	9789.332	1000.43126
results15_15_0_10000_4	9784.852	1003.050456
results15_15_0_10000_5	9876.008	788.969208
results15_15_0_10000_6	9803.572	1029.852941
results15_15_0_10000_7	9787.03	1042.17632
results15_15_0_10000_8	9760.842	1088.235525
results15_15_0_10000_9	9811.526	898.934083
results15_15_0_10000_10	9819.534	939.269749
